name,address,city,phone,fax,status,capital,latitude,longitude,activity
Biochemindus maroc,Distribution Import Export E Produits Chimiques - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58694440000001,-7.6111111000000164,distribution import export de produits chimiques
Union generale industrielle africaine  (U G I N A),"42 Bd De La Résistance Palais Mirabeau, 3ème Étage -appt N°86 - Casablanca",Casablanca,,[],Société Anonyme,600 000  DHS,33.58694440000001,-7.6111111000000164,toutes operations concernnant toutes industries et tous commerces general de tous produits
Ste 2 l a tous negoces,640 Bd Abdelkr'im El Khattabi Alia - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée,10 000  DHS,33.69028,-7.38736,achat vente et tous negoces
Marocaine beni ahsen (ste),16 Rue Sidi Brahim - Meknès,Meknès,,[],Autre Forme Juridique,937 500  DHS,33.90124,-5.54307,"exploitation de tous domaines propretes, forets, plantation et de tous produits et recolte en provenant, achat, elevage et vente de betail..."
Caracamps  (CARACAMPS),1 Esperanza Orellana - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,2 000 000  DHS,35.766667,-5.8,installation et implantation de camps de tourisme
Asnor  (ASNOR),Oualili Saada Ii N9 Hay El Hana - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.5773300166,-7.664920636,marchand effectuant import-export
Isolfeu,22 Rue De Calais - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.58334,-7.61893,installations isotehrmiques
Hambert (cabinet d'assurances),3 Rue Allal Ben Abdallah - Casablanca,Casablanca,,[],Société Anonyme,1 200 000  DHS,33.58694440000001,-7.6111111000000164,courtage d'assurances
Ste ese lahyani,Hay Bouhlal Bloc Ao N° 2 Cym - Yacoub El Mansour (AR),Yacoub El Mansour (AR),,[],Société à Responsabilité Limitée,200 000  DHS,34.015049,-6.832719999999995,entrepreneur de travaux divers ou constructions
Africaine des containers (cie),Allee Des Glaieuls - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000 000  DHS,33.533333,-7.583333,"travail des metaux, fabrication des contaniers de tous types, etude de brevets"
Societe rostom d'import export,Rue 156 N5/7 Groupe K Oulfa - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.5564236661,-7.67990817114,import export
Marsli global marketing and trading,"N°21, Rue 17, Rdc, Lot Sikilia, Oulfa - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,1 000 000  DHS,33.5564236661,-7.67990817114,"negoce liaison , import"
Hortensia  (HORTENSIA),47 Bd Hassan - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,1 000  DHS,35.766667,-5.8,"operations commerciales, industrielles, financieres, mobilieres, immobilieres"
Confection alaoui,Hay Moulay Abdellah Rue 308 N22 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.5357220535,-7.59348398049,fabricant de vetements confectionnes
Aderhouse (les fruits de l'),16 Rue Sidi Brahim - Meknès,Meknès,,[],Société Anonyme,22 000 000  DHS,33.895,-5.554722200000015,"exploitation de tous domaines proprietes, forets plantation, achat, elevage, vente de betail et de tous animaux"
Surveillance et diffusion textile  (SUDITEX),6 Bis Rue Du Soldat Maurice Benhamou - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58694440000001,-7.6111111000000164,surveillance controle diffusion achat vente consignation representation denrees matieres premieres la prise toutes operations financieres etc...
Rkia (ste des produits),88 Rue Limani Et Castalani - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,80 000  DHS,33.533333,-7.583333,exploitation d'un moullin et toutes operations se rattachant aux affaires
Ibexe maroc (ste),9 Rue My Rachid - Rabat,Rabat,,[],Société Anonyme,10 000  DHS,34.026879,-6.839029,marchand effectuant import-export
L 2k confection,"31-33, Rue 28 Hay My Abdellah - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.5357220535,-7.59348398049,"confection d'habillement, broderie, tissage et tilature + import export"
Marocaine de peche et d'armement (cie),145 Bd De Paris - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 000 000  DHS,33.59214,-7.616725,peche traitement des produits de la peche armement transports transit
Societe de location et de construction immobiliere  (SLCI),6 Av Hassan Ii - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée,100 000  DHS,33.712338,-7.349842,location et promotion immobiliere
Rudman  (RUDMAN),Villa Rafferty Djamaa El Mokra - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,1 000  DHS,35.766667,-5.8,gestion d'immeuble ainsi que les operations se rattachant a cet objet
Moulouya (le moulin de la),Route N16 - Taza,Taza,,[],Société à Responsabilité Limitée,3 000 000  DHS,34.221061,-4.010664,"confiserie fruits, legumes, fabrication et trachon raffinage, huiles olive moulin indigenes"
Ste generale de representation et d'importation  (SOGERIM),12 Rue La Fayette - Casablanca,Casablanca,,[],Société Anonyme,150 000  DHS,33.59234,-7.60615,representations commerciales
Chouioukh et cie (ste herakles communications services),Lotissement Messaouda Gay Ville N25 - Skhirate- Temara,Skhirate- Temara,,[],Société en Nom Collectif,120 000  DHS,33.929956,-6.91434,entrepreneur ou tenant une agence de pucblicite
Generale industrielle de la piece de rechange et de l'outillage,178 Bd Yacoub El Mansour Resiidence El Beida Immeuble H N14 - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.57549,-7.64168,"commercialisaton de tous outillages, pieces, pneumatiques"
Wonder distribution,71 Rue Allal Ben Abdellah - Casablanca,Casablanca,,[],Société Anonyme,200 000  DHS,33.59554,-7.61425,commercialisation de tous produits et notament de materiel electrique
Omnium technique de l'habitation,34 Rue Du Caporal Lugherini - Casablanca,Casablanca,,[],Société Anonyme,75 000 000  DHS,33.59109,-7.60902,"etudes, constructions et operations immobilieres"
Img maroc,Place Du Marche Angle Rues  Cadi Iad Et Assad Bnou Zarara - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.586452,-7.634017,"promotion, organisation de spectacles et manifestations sportives"
Zoumatex,100 Bd Bd Chefchaouni Rte 110 Km 11500 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.607914,-7.536169,confection vetements
Tanger (ste du port de),6 Rue De Portugal - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,675 000  DHS,35.78519,-5.80858,"construction, entretien et exploitation"
Escale (l'),Route De Meknes - Ifrane,Ifrane,,[],Société à Responsabilité Limitée,2 000 000  DHS,33.530208,-5.108292,"boissons, restaurant, hotel"
Maroc (comptoir de representations d'achats et ventes au)  (CORAM),12 Rue Du Lieutenant Berger - Casablanca,Casablanca,,[],Société Anonyme,300 000  DHS,33.5883,-7.61905,"representation fruits secs, conserves de fruits, legumes, poissons, legumes et fruits frais, cereales, cire et gomme"
Youssra avicole (ste),Ain Attic Route Principale N1 Douar Rkabiyene - Skhirate- Temara,Skhirate- Temara,,[],Société à Responsabilité Limitée,500 000  DHS,33.929956,-6.91434,"aviculteur, marchand d'oeufs"
Maritime pour la peche et le commerce (union)  (UNIMPEC),16 Rue Clemenceau - Casablanca,Casablanca,,[],Société Anonyme,150 000  DHS,33.593122,-7.615238,achat vente construction location gerance de tous navires bateaux chalutiers affretement equipement exploitation creation representaition etc...
Servotel staff consultants,52 Bd Abdelmoumen - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.58012,-7.6249,"enseignement, formation, edition, animation"
Guillerez (ese),"Villa ""clair Matin"" Bd Louis Barthou - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,150 000  DHS,33.533333,-7.583333,travaux publics
Mediagraph,"1, Rue Docteur Veyre - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.59308,-7.623565,"entrepreneur de publicite conception et fabrication de panneaux publicataires, md effectuant import export"
Actuel jeans,Villa Ibicia N 29 Rue Inara 1 - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,33.702852,-7.372212,confection vetements
Docks generaux intercontinentaux,3 Rue Dante - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,500 000  DHS,35.77994,-5.80553,"acquisition, vente, echange, lotissement, location, exploitation de tous terrains"
Moderne (boulangerie patisserie),83 Bd Poeymirau - Fès,Fès,,[],Société à Responsabilité Limitée,5 000 000  DHS,34.0333333,-5,boulangerie patisserie
Medias persuasion (ste),27 Ap 1 Rue Oued Fes - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.001631,-6.848409,marchand de machines de bureau (produits articles informatiques et bureautiques)
Ste technique de constructions  (CETEMCO),4 Rue De Pernone - Casablanca,Casablanca,,[],Société Anonyme,1 000 000  DHS,33.533333,-7.583333,"entreprise de batiments, construction et travaux publics"
Peinture exportation importation marocaine  (PEXIMA),Hay Tarik Al Kheir Rue 6 N30 - Sidi Bernoussi (AR),Sidi Bernoussi (AR),,[],Société à Responsabilité Limitée,650 000  DHS,33.6093837342,-7.49456489776,etude et realisation de tous travaux d'application de peinture et de revetement
Artistique maroco egyptienne de production (ste)  (SARMEP),4 Rue 2 Khalil Ii La Vilette Pres Des Abattoirs - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.586466,-7.560805,"la distribution de films cinematographiques et de cassette video de toute origine et en consequence, l'achat la vente la location de tous films"
Assurances contre les risques de transport et de navigation (ste d'),24 Bd De La Gare - Casablanca,Casablanca,,[],Société Anonyme,8 000 000  DHS,33.61347,-7.53372,assurances transports maritines et terrestres
Ets adilex,"123, Rue 226 Hay Moulay Abdellah - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58694440000001,-7.6111111000000164,"import export, achat vente, transport, negoce representation de tous articles matieres et machines"
Beauce  (BEAUCE),3 Rue Dante - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,100 000  DHS,35.77994,-5.80553,"acquisition, mise en valeur, administration, exploitation, location, vente de tous immeubles, terrains, appartements, bureaux, magasins"
Les jardins de fedala,Bd Sebta Complexe Mont Joli Imm 15 N 2 - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée,10 000  DHS,33.693335,-7.376913,"maison d'accueil, hotelerie touristique et medicalisee sport et loisirs piscine, thalasotherapie et dietetique, pharmacie et dispensaire, la restauration import export negoce, transfert"
Bois (ste industrielle du)  (SIB),Rue Pierre Semar - Meknès,Meknès,,[],Société à Responsabilité Limitée,600 000  DHS,33.893883,-5.536276,exploitation d'un fonds de commerce de charpente et menuiserie
Telbe ste marocaine de fumage et de salaison de poissons (ste),237 Avenue Saint Aulaire - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,201 000  DHS,33.58641,-7.589838,"conserve de poissons, seches sales fumes et saumures a l'exclusion de conserve de poissons a l'huile et en boite"
Frisli slimani et cie (ste),Douar Tnaja - Skhirate- Temara,Skhirate- Temara,,[],Société en Nom Collectif,120 000  DHS,33.85,-7.029999999999973,exploitant d'entrepot frigorifique
Entreprise generale de negoce et de courtage  (EGENEC),Mohamed Smiha N133 - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.59208,-7.60856,"commercialisation, effectuer des operations de negoce international realiser des operations negoce international..."
Transaction et travaux d'equipements  (TTE),73 Rue De Charmes - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.589362,-7.614386,fabrication metalliques et boiserie mobilier bureau mobilier medical commercialisation d'appareils medicaux et accessoires etc...
Marocaine d'exploitation des films sonoreal (ste)  (SONOREAL),13 Rue Sarah Bernhardt - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,5 000  DHS,33.59649,-7.62444,exploitation de films cinematafraphiques
Jaouhara transformation metallique,"21, Lot Redouane Hakam 1 Hm - Casablanca",Casablanca,,[],Société en Nom Collectif,50 000  DHS,33.586466,-7.560805,travaux mecanique + negociant
Sport auto negofi,126 Rue De Fes - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,1 000  DHS,35.74676,-5.80658,achat et vente de voitures d'occasion reparations
Orosdi-back (ets),22 Av De La Republique - Meknès,Meknès,,[],Autre Forme Juridique,40 000 000  DHS,33.895,-5.554722200000015,"cafe, brasserie, restaurant"
Ste haddouni de construction,3 Rachidia Iii Bc B Alia - Mohammedia,Mohammedia,,[],Société en Nom Collectif,100 000  DHS,33.702852,-7.372212,"travaux de construction, tout corps d'etat et genie civile"
Arabesco (ste)  (ARABESCO),5 Rue Al Yanboua - Rabat,Rabat,,[],Société à Responsabilité Limitée,50 000  DHS,34.014044,-6.835446,graveur sur metaux
Marocaine d'exploitation et d'entretien station service velosolex (ste),Rue Belfort Angle Rue D'epinal - Casablanca,Casablanca,,[],Société Anonyme,1 000 000  DHS,33.586974,-7.614895,"creation exploitation de stations des vices, entretien et reparation de velos moteur"
Lana et cie (ste),Bd Ney Face Marche En Gros - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,30 000  DHS,33.589939,-7.596817,commerce de fruits volailles et primeurs gros et demi-gros
Artitex,Rue Saint Louis Ferre Lot Khair N Lot 2 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 000 000  DHS,33.573254,-7.598515,confection et tissage
Nepragna,213 Cite Doukkala Ain Aouda Temara - Skhirate- Temara,Skhirate- Temara,,[],Société à Responsabilité Limitée,200 000  DHS,33.808168,-6.791118,achat vente import export de produits agricoles phytosanitaires
Holding generale (la)  (HOL-GEN),1 Place Mirabeau - Casablanca,Casablanca,,[],Société Anonyme,600 000  DHS,33.59616,-7.603495,acquisition et la gestion d'un portefeuille de valeurs mobilieres ou de titres emis par des persinnes morales etc...
Immobiliere d'interets prives (ste),3 Rue Dante - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,5 000  DHS,35.77994,-5.80553,la gestion de ses biens immobiliers au maroc
Nord marocain (comptoir d'exportation du),21 Rue Alexandre 1e De Yougoslavie - Meknès,Meknès,,[],Société à Responsabilité Limitée,250 000  DHS,33.897458,-5.546689,"cereales legumineuses et graines en general, fruits legumes et primeurs aromatiques, herboristerie, engrais, produits miniers alimentation tissu"
Vilman (ste carrosserie),"25 Avenue Hassan Ii Km 5,600 - Rabat",Rabat,,[],Société Anonyme,1 000 000  DHS,34.020719,-6.841776,mecanicien constructeur
Inter world trade,Hassania 1n 415 Garage Rdc - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée,10 000  DHS,33.679448,-7.39323,"import export et distribution de tous articles, vente et achat, sous traitance et negoce"
"Ets schamasch ""maroc"" ancienne maison dorra et schamasch",43 Rue De Strasbourg - Casablanca,Casablanca,,[],Société Anonyme,30 000  DHS,33.59215,-7.61113,"representation ventes a la commission, operations mobilieres et immobilieres"
Boukantar (ets),42 Avenue Hassan Seghir - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.594755,-7.610325,entrepreneur d'installation electrique
Cherifien (technicien),"Villa ""clair Matin"" Bd Barthon - Casablanca",Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.588799,-7.607182,prospections et exploitations miniers etudes d'urbanisme et de genie civil
Aman patiss,8/9 Av De La Resistance N 19 L'ocean - Rabat,Rabat,[],['0537731038'],Société à Responsabilité Limitée,6 000 000  DHS,34.02158,-6.847131,"commerce de matériels et fournitures pour restaurants, cafés, boulangeries et pâtisseries"
Jess meli fabric,34-36 Rue Ibnou Maja Maarif - El Maarif (AR),El Maarif (AR),,[],Société Anonyme,1 300 000  DHS,33.578339,-7.647644,fabricant de vetements confectionnes.
Imbal  (IMBAL),5 Rue Balzac - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,10 000  DHS,35.775625,-5.805595,la vente de son patrimoine immobilier
Cherifienne pour l'industrie aleicole (ste),Grand Secteur Industriellot N44 - Fès,Fès,,[],Société Anonyme,105 000 000  DHS,34.033333,-5,industrie et commerce de l'olive et tous sous-produits et derives provenant du traitement de l'olive
Art nature,Cité Rachidia Iii Bloc B N° 157 El Alia - Mohammedia (M),Mohammedia (M),,[],Société à Responsabilité Limitée à Associé Unique,10 000  DHS,33.702852,-7.372212,menuiserie metallique et bois
Pun co 21 (ste),Im 27 Ap 4 Rue Moulouya - Rabat,Rabat,,[],Société Anonyme,20 000  DHS,33.999579,-6.848821,tenant une agence de publicite
Zerketoun (ste agricole de sidi),Bir Djedid Chavent - El-Jadida,El-Jadida,,[],Société à Responsabilité Limitée,1 000 000  DHS,33.254174,-8.508038,agriculture operations commerciales minieres etc
Nationale d'exploitation de mines et de carrieres (ste)  (SONEMCA),36 Bd Du 11 Janvier - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,20 000  DHS,33.591431,-7.615355,exploitation des mines recherche forage exploitation de tous gisements miniers traitement transport commercialisation etc...
Boulhaut (ateliers de),Boulhaut Route 106 - Casablanca,Casablanca,,[],Société Anonyme,2 500 000  DHS,33.533333,-7.583333,"industrie et commerce d'import et a l'export de toutes marchandises ainsi que de tous produits bruts ou marchand., produits bruts, maroq., papet..."
Majorque,3 Rue Dante - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,5 000  DHS,35.77994,-5.80553,"acquisition, mise en valeur, administration, exploitation, location echange de tous immeubles, terrains, appartements, bureaux, magasins..."
Regina (bar restaurant),23 Av De France - Fès,Fès,,[],Société à Responsabilité Limitée,3 500 000  DHS,34.004054,-4.991212,exploitation du bar restaurant
Trading service and diffusion plus  (TSD PLUS),22 Rue Le Catelet A 5 Bd Abdellatif Ben Kaddour - Casablanca,Casablanca,,[],Société Anonyme,300 000  DHS,33.58694440000001,-7.6111111000000164,la creation d'entrepots douane la fabrication l'achat la vente la transformation et la commercialisation de tous produits articles...
Bel plastics,Oulad Hadda - Sidi Hajjaj Oued Hassar,Sidi Hajjaj Oued Hassar,,['0522538082'],Société à Responsabilité Limitée,300 000  DHS,33.538578,-7.417297,preparation matieres plastiques
Golden parcking,Hay Riad Essalam Bloc B N 208 - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée à Associé Unique,30 000  DHS,33.702852,-7.372212,"parking public payant, location des domaines publics et locaux publiques, achat ventes"
Cube travaux divers (ste le),Lot 5 Im Tinghir E 4 Residence Assabah - Rabat,Rabat,,[],Société à Responsabilité Limitée,20 000  DHS,34.015035,-6.832728,entrepreneur de travaux divers ou constructions
Maghreb el jadid (institu el),16 Rue Bab Rkha - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.601713,-7.63102,exploitation d'une institution d'enseignement livre primaire et secondaire
Cherifienne d'electrification et d'equipement electrique (ste)  (C E E E),16 Rue D'alger - Casablanca,Casablanca,,[],Société Anonyme,4 000 000  DHS,33.59437,-7.62376,ese de travaux d'electrification publics et particuliers industrie commerce genie civil tous produits d'electrification
Mut et marti (ste),13 Rue De Neuilly - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 000 000  DHS,33.58955,-7.59415,importation et exportation
Noirmoutier,3 Rue Dante - Tanger-Assilah,Tanger-Assilah,,[],Société Anonyme,5 000  DHS,35.77994,-5.80553,"acquisition mise en valeur, administration, exploitation, location, vente echange de tous immeubles, terrains, appartements, bureaux magasins..."
Maurice darley et cie (ese generale de mecanique),15 Rue De Verdun - Meknès,Meknès,,[],Société à Responsabilité Limitée,24 000 000  DHS,33.89935,-5.54452,"exploitation, gerance et vente de tout ets ayant pour objet le garage de toute voiture automobile, tte operation commercial, industrielle..."
Maroc (promindu),Amal Iv Rue 59 N158 Sidi Bernoussi - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.6027954848,-7.51404167045,negociant de tous produits et materiaux industriels
Cybercountry,2 Rue Al Kahira 2eme Etage Appt 10 - Rabat,Rabat,,[],Société à Responsabilité Limitée,200 000  DHS,34.015049,-6.832719999999995,exploitant d'un espace cybernetique
Ratimex  (RATIMEX),34 Rue Boileau - Casablanca,Casablanca,,[],Société Anonyme,120 000  DHS,33.592302,-7.635857,achat vente representation consignation de produits chimiques et autres produits annexes divers toutes operations commerciales necessaires etc..
Orl service,6 Rue My Abdelhfid Ap 11 - Rabat,Rabat,,[],Société Anonyme,500 000  DHS,34.016445,-6.82867,vente de produits pharmaceutique
Iba pc,441 Houria El Alia - Mohammedia (M),Mohammedia (M),,[],Société à Responsabilité Limitée,100 000  DHS,33.702852,-7.372212,achat et vente du materiel informatique et bureautiques
Fabrication de matelasserie (ste de)  (SOFAMAT),87 Rue Des Luncences - Casablanca,Casablanca,,[],Société Anonyme,255 000  DHS,33.533333,-7.583333,fabrication des matzot (vernis azymes)
Auxiliaire commerciale industrielle et miniere (cie)  (CACIM),212 Bd De La Gare - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.58694440000001,-7.6111111000000164,etude creation mise en valeur de toutes entreprises industrielles commerciales financieres forestieres et minieres
Unilight  (UNILIGHT),"111, Rue Abdellah Rajai -ex Pyrénées 
Maarif - Casablanca",Casablanca,['0661143380'],['0522235564'],Société à Responsabilité Limitée,500 000  DHS,33.58526,-7.63707,marchand effectuant importation-exportaton
Balmhorn (ste civile),3 Rue Dante - Tanger-Assilah,Tanger-Assilah,,[],Autre Forme Juridique,5 000  DHS,35.77994,-5.80553,"fructifier les placements mobiliers ou immobiliers, acquisition de tous immeubles ou terrains, toutes valeurs mobilieres ou immobilieres"
Inter auto,7 Rue De Tunis - Meknès,Meknès,,[],Société à Responsabilité Limitée,500 000  DHS,33.898092,-5.539436,"acquisition, creation, exploitation, administration, gerance, achat-vente, reparation toutes machines et tous materiaux agricoles, pieces detach"
Azirar travaux,Sidi Bernoussi Bd A Quartier Industriel - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,1 700 000  DHS,33.615187,-7.494396,entreprise de travaux divers
Monsoukna (ste immobiliere),Im 7 Ap 7 Rue Baht Agdal - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,33.999979,-6.848364,marchand effectuant import-export
T.a.f. soft fournitures  (TSF),Rue Solange N46 - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,14 000  DHS,33.533333,-7.583333,traitement de travaux sur ordinateur conseils et aide installation de materiel informatique fournitures mobilier & materiel de bureau etc...
Zinona import export,Douar Rhahla N 47 - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée,50 000  DHS,33.702852,-7.372212,import export
Peche aviz (ste de),Chez Simpa Bd De Cdt Rimser - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,20 000  DHS,33.58694440000001,-7.6111111000000164,achat vente location de bateaux de peche armement a la peche de tous navires
Africaine de materiel industriel agricole et automobile (ste)  (SAMIAA),163 Rue Bergerac - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,60 000  DHS,33.582255,-7.601087,"reparations mecaniques, garage, achat, vente de vehicules automobiles"
Bernina (ste civile),3 Rue Dante - Tanger-Assilah,Tanger-Assilah,,[],Autre Forme Juridique,5 000  DHS,35.77994,-5.80553,"fructifier les placements mobiliers ou immobiliers, acquisition de tous immeubles ou terrains, toutes valeurs mobilieres ou immobilieres"
Gestion et restauration (ste de),3 Rue Galilee Quartier Ganthier - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.588457,-7.627444,"marchand importateur, restaurateur a la carte"
Sebti et cie (ets),Place Baghdadi - Fès,Fès,,[],Société à Responsabilité Limitée,90 000  DHS,34.036095,-4.993365,"import-export de tous produits, fabrication artisanale et industrielle de tous produits, representation generale industrielle"
Ste bajema,50 Imm Chabab Appt 5 Bd Des Far - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée à Associé Unique,100 000  DHS,33.699335,-7.389384,"menuiserie, bois aluminium, pvc travaux de construction tout corps d'etat"
Urba systemes (ste),24 Rue My Rachid - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.026879,-6.839029,tenant un bureau d'etudes
Soleil energie  (SOLENER),4 Rue Cascade D'ouzoud - Casablanca,Casablanca,,[],Société Anonyme,100 000  DHS,33.609355,-7.561858,etude realisation de tous equipement permettant d'exploiter toutes les nouvelles sources d'energie notamment energie solaire conception etc...
Editions almanahej,30 Av Oqba Appt 2 Agdal - Rabat,Rabat,,[],Société en Commandite Simple,10 000  DHS,33.938788,-6.822504,editeur imprimeur typographe
Industrielles des boissons (ste)  (SIB),16 Bd Danton - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.58694440000001,-7.6111111000000164,la diotillation de tous produits la fabrication et la vente des vins spiritueux aperitifs sirop bieres etc
Oranie-maroc (ste commerciale)  (SOCORMA),5 Rue Mandre - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,100 000  DHS,33.58694440000001,-7.6111111000000164,"representation de tous produits industriels, approvisionnement d'usines, materiels industriels et agricoles, fournitures diverses"
Immobiliere copernico,19 Bd Sidi Mohammed Ben Abdellah Ex 19 Boulevard De Paris - Tanger-Médina (AR),Tanger-Médina (AR),,[],Société à Responsabilité Limitée,49 800  DHS,35.77264,-5.81553,"toutes operations immobilieres, acquisition, ventes de terrains batis ou non leur revente en totalite ou en partie exploitation des immeubles..."
Club video cassette  (CVC),281bis De La Liberte - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.58549,-7.61108,achat vente importation reparation de televisuers video radio et de tous les appareils electroniques et semi electroniques
Secutel trading (ste),Lot Ii Ap 8 Im Waouisart Assab - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.015049,-6.83272,marchand effectuant import-export
Pneus bernoussi,280-282 Avenue D Amal 1 Sidi Bernoussi - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,900 000  DHS,33.58374,-7.56632,marchand de pneumatiques
Societe famofil,N N Hay Riad Av Essanaoubar Sect 19 Bloc R10 - Rabat,Rabat,,[],Société à Responsabilité Limitée,100 000  DHS,34.015049,-6.832719999999995,travaux de construction et divers
Pays (les produits du),90 Rue Du Commandant Mellier Vn - Fès,Fès,,[],Société à Responsabilité Limitée,250 000  DHS,34.0411,-5.01316,"importation-exportation, representation"
3 h trade & negoce,"50, Imm Chabab, Appt 5, Bd Des Far - Mohammedia",Mohammedia,,[],Société à Responsabilité Limitée,100 000  DHS,33.699335,-7.389384,import export
Jorat (ste civile),3 Rue Dante - Tanger-Assilah,Tanger-Assilah,,[],Autre Forme Juridique,5 000  DHS,35.77994,-5.80553,"fructifier les placements mobiliers ou immobiliers, acquisition ou vente tous immeubles ou terrains, toutes valeurs mobilieres ou immobilieres.."
Importation exportation de produits alimentaires et coloniaux (ets)  (IEPAC),55 Boulevard De Paris - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,300 000  DHS,33.58694440000001,-7.6111111000000164,"consignation, representation de tous produits"
Auto marocains (ste de transports)  (SOTAM),Angle Rues Des Quinconces Et De Bazas - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,10 000  DHS,33.58694440000001,-7.6111111000000164,l'exploitation de transports sur route tant pour les voyageurs que pour les marchandises
Cierre-maroc,11 Allee Des Muriers - Casablanca,Casablanca,,[],Société Anonyme,10 000  DHS,33.591149,-7.660452,fabrication de mobiliers en tous genres
Le coin de la friandise,Bd Palestien Lot Assabre Magasin N 2 Sous Sol - Mohammedia,Mohammedia,,[],Société à Responsabilité Limitée,200 000  DHS,33.689409,-7.38018,"biscuiterie, patisserie, boulangerie"
Batiment travaux publics etudes et conseils,Rue 30 N68 Idrissia Ii - Casablanca,Casablanca,,[],Société en Nom Collectif,50 000  DHS,33.5622738061,-7.59089901616,"etudes technique, ingenierie + entreprise de travaux divers ou construction"
Charles bandolat et cie (ets),7 Rue Du Cdt Chalureau - Meknès,Meknès,,[],Autre Forme Juridique,3 600 000  DHS,33.895,-5.554722200000015,"exploitation d'un atelier de reparations mecaniques, station service"
Univers contacts,105 Rue De Soisson - Casablanca,Casablanca,,[],Société à Responsabilité Limitée,200 000  DHS,33.59214,-7.59464,transitaire
